,writer,date,review
749,행뽁이,2023.01.09. 12:41,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.=========================================수요일에 ㅂㄷ ㅅㅇㄷ 병원 예약이 되어 있는데요진료 의로서와 내일 mri찍기로 해서 찍은 cd들고진료보러가거든요 혹시 mri 가서 다시 찍나요?아니면 제가 가져간 cd로 진료 볼수 있나요ㅂㄷ ㅅㅇㄷ에서 진료보신분 댓글 주세요가서 다시 찍을꺼면 mri 안찍고 가려고요
750,오늘도랄랄,2023.01.08. 22:00,11월 극심한 통증으로 119불러 응급실갔다가 입원치료하고 퇴원했습니다. 보존치료하려고 마음먹고 집근처 척추센터다니면서 신경주사 맞고 진료보다가 가는곳마다 수술권유해서 여기카페에 글올리니큰병원진료도 봐보라고하시더라고요 예약빠른ㅇㅇㅅㅂㄹㅅ 진료예약해서 다녀왔습니다. 찍어온 mri보시고 젊으니까 보존해보자고 하셨어요. 2주치 약 처방받고 2주뒤 씨티로 비교해보자고 하셔서 지난 금요일 다녀왔습니다. 보존치료한다고 두달가까이 누워있었는데 씨티상으로 더 안좋아졌다고 수술권유하셔서 하기로했습니다. 디스크 터진게 밑에 신경까지 더 내려와서 내시경은 안되고 미세현미경해야할것같다고 하시네요. 보존한다고 했는데 더 안좋아졌단 말씀에 우울해졌어요. 그래도 한편으로는 언제까지 누워있나싶었는데 시원하기도하고 무섭기도하네요.ㅜ 너무 놀랐는지 수술전 검사로 한 심전도도 이상으로 나와 다시불려가 심초음파까지 했는데 다행히 수술해도 된다고 합니다. 전신마취할생각하니 무섭기도하고 어린애떼놓을 생각하니 착잡합니다. 결국 뭐했나 싶기도하고요. 역시 아이 육아하면서 침상안정은 효과가 없나싶기도하고..쓰다보니 하소연이네요ㅎ 암튼 수술잘하고 오겠습니다.
751,아크로리버파르크,2023.01.07. 15:07,12월 5일 첫 내원시 찍은 엠알아이 입니다 엑스레이 사진은 따로 찍어오진 않았고 심하진 않지만 설명듣고 눈으로 보면 보일정도로 전방전위가 좀 있는 상황이기도 합니다
752,허리죠아저라,2023.01.06. 13:00,"수술후 유착이라 , 처음 2~3번은 주사를 맞아봐도 느낌도 없고 밍밍했는데,4번째 주사에서 뭔가 확실히 찌릿하더니,5번째 주사 맞고 하루 정도는 통증이 사그라드네요. 물론 스테로이드 없이 시도하고 있습니다.다음 번 주사는 스테로이드 넣고 시도해봐야겠습니다.치료 가능성이 점점 높아지는듯 하네요. 혹시 유착으로 차단술해도 반응없는 분들, 몇번 더 시도해보세요.계속 유착용해제로 유착된 부위 까주면, 뚤리는 듯 해요."
753,눈누라라,2023.01.06. 12:28,2일전ㄱㄴㅈㅅㅎㅂㅂㅇ 입원했습니다.6월에 허리 다친 후8월에 mri 찍고 추간판 탈출증 진단 받았어요동네 병원 전전하다 증상은 점점심해지고 결국 의자에 못앉게 됐어요 ㅠㅠ벌써 다친지6개월이 넘어가는데 진작에 입원할껄 후회됩니다.하루일과 약침맞고 침치료하고 물리치료하고 추나하고 도수하고 한약 하루3번먹고 한약찜질하고 누워있고 밥먹고너무 바쁜일과에요 지루하지 않아요저는 약침이 몸에 잘맞는지 맞고나면 방사통 일시적으로 줄어들어요추나는 아직 허리 아파서 일자목만 받고있고도수는 마사지하는 느낌으로 살살해줘서 시원해요5인실인데 병실이 엄청쾌적하고밥이 맛있어요더 입원하고 또 후기 남길게요~
754,우성찡,2023.01.06. 10:32,4일전 신경차단술 허리에 받았습니다.요추 3방씩 양쪽에 맞고 꼬리뼈에 한방 총 7 방 맞았습니다.맞고 다음날 통증 감소하였는데... 3일차부터 처음과 비슷한 통증이라 호전이 없는건 아닌지 걱정 됩니다.보통 2~3일 더 뻐근할수도있고치료경과는 1주일정도 지켜봐야한다는데...괜히 걱정되네요.작년 4월경 무거운물건 들다가 허리통증 극심하게와서 병원 입원후 1주일간 얙물치료했는데... 크게 호전없어서 신경차단술받았는데... 바로 다음날부터 좋아지더니 3일정도? 지난후 통증이 완전 없어졌었습니다. 그후로 7개월정도 전혀 통증없이 지내다 12월경 헬스를 심하게하다가 허리통증이 다시 왔는데...그때랑 다르게 주사효과가 바로나타나지 않아서 걱정입니다.오늘이 4일차인데... 통증이 2~30프로정도 감소?한듯합니다. 이것도 이틀째좋아졌던 느낌이고 그이후 이틀간은 오히려 조금 더 안좋은 느낌인데...신경차단술받고 1주일정도 지나서 좋아지신분들도 많으신가요?담주 해외 여행이라 비행기를 오래타야하는데...벌써부터 걱정되네요ㅜ
755,레이첼0630,2023.01.05. 22:04,"몇년전 이사하다가 무거운거 들고 삐끗한 이후 컨디션이 별로일때마다 허리가 좀 아팠었어요.최근 취미로 백패킹을 즐겨하다보니 11월 중순부터는 물리치료를 다녔고 최근 도저히 안되겠길래이번주 월요일 (1/2/2023) 동네 큰 척추병원가서 MRI를 찍었는데디스크판정받음과 동시에 척추종양이 발견되었으니 상급병원가보라는 소식을 듣게 되었습니다.아마 양성일거라 걱정은 하지 말라고 하셨고요.이 카페 가입해서 조금 알아보고 ㅂㄷㅊㅂㅇ ㅇㄷㅎ교수님 진료가 바로 잡히길래 오늘 진료 보고 왔습니다.ㅂㄷㅊㅂㅇ ㅇㄷㅎ교수님은 알고보니 ㅅㅊ ㅅㅂㄹㅅ에서 척추종양 1세대로 명성을 날리시고 은퇴하셔서 여기와 계신거였더라구요. 믿음을 가지고 진료를 봤습니다.MRI는 조영제 넣지 않고 동네 척추병원서 찍은거 가지고 갔는데다시 조영제로 찍자는 말씀 안하시고 그걸로 보시고 진단내려주셨어요.신경초종으로 진단이 나왓고 위치는 척추안이 아니라 배쪽방향으로 자라있더군요.허리디스크랑은 전혀 관계가 없다하셨어요.위치가 신경에 파묻혀있으면 눌리려서 마비와서 위험할수 있는데,저는 종양 위치가 척추뼈안쪽이 아니라 척추뼈앞쪽에 공간을 두고 있어서 덜 위험하데요.당장 수술을 해야하는건 아닌데, 평생 안해야하는건 아니고 1년주기로 관찰하거나(사이즈가커질경우 신경을 누를수있음), 아님 수술을 결심하면 1달내에는 스케줄 잡아주신다 하셨어요.그런데 위치가 자궁 위 안쪽으로 깊어서 비뇨기과랑 협진을 해야한다 하셨네요.로봇수술 다빈치로 진행한다 하셨어요.종양 위치가 척추랑은 전혀 상관없는 위치고, 척추앞쪽에 있는거라 하셨습니다.(분류는 척추종양으로 들어가지만 척추내에 있는 종양은 아니라고요.)사이즈가 5cm여서 좀 크지만 양성인 점을 고려했을 때사이즈가 커졌을 경우 추후 수술이 어려워지기때문에 수술도 고려하라고 하셨습니다.환자 주변 여건을 생각해서 최종 수술여부 판단하라고 하시고요.진단코드는 D33.4라고 하시네요. 아마 산정특례가 해당하는것 같아요. (이 카페에서 검색으로 알게됨)수술 후 예후는 재발률은 거의 없다 하시네요. (잘 제거가 될경우)ㅂㄷㅅㅇㄷ ㅇㅅㅎ교수님도 언급이 아주 많지는 않았으나 내일 빈자리가 있길래 일단 얼른 예약잡았고요.(혹시 ㅂㄷㅅㅇㄷ ㅇㅅㅎ교수님 척추종양 보신분 계시면 댓글 부탁드려요.)참고로 디스크 사진 첨부합니다. (부분파열이라 하시네요. 까맣게 튀어나온건 없어지진 않고, 상태가 호전되면 튀어나온게 약간 쪼그라들수는 있다고 합니다.)"
756,다시또,2023.01.05. 11:42,"※ 질문시 카테고리 말머리 선택에서 주제를 먼저 선택해 주세요.- MRI T2 시상면과 단면 사진들을 번호가 적혀진 순서대로 올려주세요.- 척수종양은 조영 증강한 T1 강조 영상도 같이 올려주시기 바랍니다.- 지금의 증상이나 치료 등 현재까지의 상황을 자세하게 적어주시기 바랍니다.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.- 참고로 답변이 달린 게시글을 삭제하는 경우에는 활동 정지될 수 있습니다.성별:나이:신장:직업:============================================ 현재 증상 및 수술 유무 ==============================================- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.이주전에 목에 씨암 신경차단 맞고어땟냐길래 .. 그닥 효과 없었다니흉추 1,2,3 쪽에 염증 주사 맞어보재서 ;오늘 초음파로 흉추쪽 염증주사 맞고 집에가는길이예요… 흉추쪽도 염증주사를 맞나요???1,2,3이라해서 세군대 주사 찌른게 아니고한군데 찌르고 주사를 요리조리 옮겨가며 여러가지 약물을 투입하시기더라구요어쨋든 무슨 치료든 좋으니 통증좀 가라앉았음 좋겠어요"
757,캐모마이링,2023.01.04. 17:19,안녕하세요 오늘 ㅅㅇㄷ병원 재활의학과 다녀온 후기를 적어볼게요.ㅃㅏ른 작성을 위해 음슴체로 씁니다 ㅠ2017년쯤 디스크 흘러내려 보존치료 했고그이후에 조금씩 잘 지내다가 ㄱㅓ의 흡수되어 관리하고 지냄(블랙디스크)2021년에 방사통이 너무 심해져 결국 신경성형술함하지만 큰차도없고 이후에도 허리통증에 시달림체형이 원체 마르고 근육도 없으며그동안 척추위생지키느라 있던 근육마저 ㅃㅏ짐2022년들어 재활센터를 다니며 슬링운동 시작재활센터 다녀온날은 몸이 ㅉㅣ뿌둥하고 또 시원한느낌도 동시에 있어 약 3달 다니고 쉬었다 다시 2달정도 다님허리를 굽히지 않아 등과 허리가 뻣뻣하게 굳어재활센터에서 짐볼위에 엎드리는 동작 시킴그날 엎드리면서 허리부분이 꽉 잡혀있던게풀리는듯 쫙 벌어지는 느낌 남이날이후 다시 방사통이 시작됨(2022.11월중순)발뒤꿈치 통증과 발바닥 저림. 걸을때도 느껴지고 아침에 일어나 발디딜때 뒤꿈치 아픔소염제먹고 조심하며 방사통 사라지기를 기다림오늘 재활의학과 진료봄mri는 2021년 신경성형술 전 찍은 영상이며거의흡수된 퇴행성 상태의 영상임의사선생님 소견디스크 심하지않다 그러나 발바닥 저림과 발뒤꿈치는 만져보시더니 아킬레스건염과 족저근막염 의심된다며 스트레칭 많이 하라함.근육이 너무 없으니 허리를 잡아주지 못한다젊은 사람의 허리라고 볼수없다결국엔 근력운동으로 ㅎㅓ리주변을 잡아야 한다그리고 엉덩이 근육뭉침이 있다ㅎㅏ니이상근 스트레칭을 시킴그리고 누워서 다리 펴고 드는 동작을 해보시며 당기는지 물어보심이상근스트레칭 하니 엉덩이 뒤쪽과 하박지뒤가 탄탄하게 당기는게 느껴짐이상근스트레칭 수시로 ㅎㅏ라고 하시고치료실에서 신전운동 배워옴----------------------------------------------------------ㅈㅅㄱ 교수님 책에서는 이상근스트레칭 하지마라고 봤던거 같은데이상근 스트레칭 하라고 하셔ㅅㅓ내몸을 직접 보신 분의 말을 믿어야 된다 생각들지만오후부터 ㄷㅏ시 심해지는듯한 방사통그리고 평소 햄스트링 스트레칭 후에 방사통이 나타났는데지금 현재도 다시 다리저림이 나타나고 있음..당분간 며칠 지나봐야 알겠지만방사통이 다시 시작될까 걱정이며같은 ㅅㅇㄷ병원이라도 의사 견해가 많이 다른거같고 .. 결국에 허리ㄱㅏ 꼿꼿하게 굳더라도척추위생말고는 방법이 없나 싶다ㅠㅠ참으로 어려운 병이다..
758,달고미,2023.01.03. 22:07,"5월 잠을 잘못잔듯 목이 안돌아가 마취통증병원서주사치료와 체외중격파 치료받고 호전11월초 또 잘못잔듯 싶어 정형외과 가서 근육주사그담주 김장하고난후 승모근 날개쭉지 윗가슴이심하게 아파오더니 어깨,팔,손목,손등으로 통증이번지면서 전체적으로 심한통증mri촬영.. 3~7 돌출 협착 신경근성 낭종..수술하라고 하더라구요 수술은 피하고자 차단술 먼저 해보겠다 했는데 의사쌤이 효과없을거라고..1차 효과없음 2주후 2차..통증이 심해 진통제 추가약으로버팀 통증이 조금 주는듯한 느낌3차주사후 다음날몸살 그이후 통증이 거의 없으나 어느 한곳만 살짜기 통증.. 손저림두통 미식거림 어지러움 증상있음.출근길 갑자기 양다리 다 저림 양손도 팔꿈치까지 저림..카페서 보니 저림후엔 마비가 오는것같아 겁이나 급히 대학병원 예약..ㄱㄴ ㅅㅂㄹㅅ는 2월 말..ㅅㅇㄷ는 빠른쌤으로 부탁해서 1월3일..그래서 진료를 봤지요심층진료라 그런지 더 자세히 봐주시고 설명해주시고...현재 통증은 거의 줄고 저림이 심하다고 했더니제 목상태로는 양손과 발 저림이 절대 있을수 없다고..통증이 줄었고 수술은 필요없고 아프면 약먹으면서 살면 된다고..그럼 왜 전 저림이 심한거죠?혹시 당뇨 있어요?라고 물으셨고...6월 건강검진에서 당뇨전단계 이기는 했었는데요. 그랬더니 집가까운 병원가서 당뇨검사 해보라고..목이 이상태면 허리도 비슷할건데 라며..전 척추관이 넓고 좋아서 아프기는해도 더 심해지지는 않을거라고 하셨어요..아프면 약먹고 심하면 주사맞고 그럼 견딜수 있을거라고..마음이 한결 가벼워졌어요..그렇지만 당뇨는 검사를 해봐야 할거 같네요전 이제 보존으로 가는 걸까요? ㅋㅋ"
759,카이린,2023.01.02. 14:19,오늘로써 두번째 다녀왔어요.주사는 프롤로주사+DNA주사 라고 합니다.그리고 영양제도 함께 맞았어요.일단 저는 그 이후로 약을 안먹다가 오늘 아침에 기상통이 좀 있어서 타이레놀 1알 먹은다음병원에 갔어요통증이 드라마틱하게 줄지는 않았지만 확실히 많이 줄어들기는 했습니다.그동안은 아파서 걷기나 다리벌리기 운동도 잘 못했었는데 이제 운동은 할 수 있을것같아요이렇게 통증이 줄었을때 얼른 운동해서 빨리 나았으면 좋겠네요.얼마나 더 와야하냐고 문의했더니사람마다 다 달라서 안아플때까지 계속 오라고 하시더군요저는 주사가 안아픈게 제일 좋아서 꾸준히 가보려고합니다.진료비는 비싸긴한데 실비가능하니 참고하세요~!
760,바람내음,2023.01.02. 13:54,"약 2주전에 예약하고 오늘 다녀왔습다.우선 저의 디스크 상태는 과거 글 참고 하심 됩니다.12월 초 걷지도 못할정도의 허리, 엉치, 허벅지 뒤 통증으로 겨우겨우 근처 병원가서 mri 찍고 스테로이드 신경차단주사 맞고 mri cd랑 진료의뢰서 받아서 왔습니다.5-1디스크 탈출 꽤 많이 터졌습니다.주사치료 후 이틀 뒤 통증이 엄청 사라져서 그뒤로 꾸준히 걷기만 하루 만보정도 했구요.지금은 오른쪽 라인 방사통 0~3정도 왔다 갔다 합니다.오늘 ㅇㄱㅇ교수님과의 진료 내용은- 진료실에 걸어오는게 환자분은 멀쩡했다- 치료의 방향은 환자가 느끼는 ""통증“ 이 기준이 된다.- 주사치료로 호전이 되면 터진 디스크 흡수가 될 수도 있다.- 환자분은 통증이 그다지 심하지 않기에 수술은 할 필요 없고 기존 병원에서 치료 받는게 좋을꺼 같다- 5-1 디스크 많이 좁아져서 협착이 빨리 올 것이다 ㅠㅠ-까치발 확인해도 문제없지만 혹시나 나중에 발에 힘이 풀리면 수술해야하니 병원에 와라- 운동은 수영 추천하고 골프 탁구같은 운동은 비추천한다이런 내용들로 친절하게 설명 해주시고 진료 잘 받았고 리리카50 한달치 처방 받았는데 많이 아플때만 먹으랍니다.이상입니다."
761,단발리,2023.01.02. 11:05,남편이 ㅇㄴㄷ 대학병원에서 진료받았는데 심각하다고 수술을 해야된다고 진료결과가 나왔어요남편회사 사장이 ㅊㅌ병원 함 가보라고 진료예약 잡아줬다는데ㅊㅌ병원 후기가 너무너무 안좋아서요1.ㅊㅌ병원 가보신분 어떠셨나요?2.대학병원을 더 추천하는 이유는..?3.대학병원에서 수술권유하면 정말 갈때까지 간건지..ㅠㅠ
762,삼겹살냠,2023.01.01. 16:16,mri 찍은 병원에선 입원없이 380다른 병원은 3박4일 입원 500 > 연계병원 소개로 450으로 할인두번째 병원에서 1월 3일 psld 내시경 시술로 잡긴했는데..병원비도 첫 병원은 입원안해도 된다는데 3박4일 입원하게되니 좀 비싼거같고.. 뭐 peld 시술법도 있던데 이건 의사가 본인이 잘하는 방법으로 시술하는건가요?1년 넘게 아프다가 지금은 진짜 안되겠다싶어 신경주사도 10월 이후로 10번 넘게 맞고 하니 넘 무섭네요.. 어디 물어볼 사람도 없구..
763,카이린,2023.01.01. 08:57,"여기는 ㅇㅅㄷ ㅇㅇ 후기가 별로 없네요.입소문으로는 정말 유명한 병원이라해서주말 아침에 갔습니다저는 극심한 방사통/좌골신경통으로(디스크터짐)올해부터 시작해서 신경차단주사 6번, 물리치료, 한의원 등등 여기저기 전전해서 받아봤는데 늘 그때뿐이고 며칠지나면 다시 아파지고요추전만, 허리베개, 찜질 늘 하고있는데도 크게 달라지는게 없었어요 잘때도 맨날 깨고 ㅠㅠ그러다보니 진짜 희망과 실망의 반복으로 상당히 우울해져있었고, 회사에서 능률도 엄청 떨어지고, 육아까지하는데 아이한테 어쩔수없이 자꾸 소홀해지는게 너무 미안하고 속상했어요. 나이도 젊은데(35) 평생 이러고 살아아하나.. 티비에 막 춤추고 뛰고 하는 사람들 보면 너무 부럽고 ㅠㅠ수술은 나이가 젊은편이고 무서워서 생각하지않았어요그러던 차에 이 병원을 알게되었어요9시30분쯤 도착해서 대기는 약 1시간 걸렸고간호사, 의사선생님 모두 친절하세요영상자료는 애초에 안받는다해서 안가지고갔고비용적인 부분을 강조하시더라구요아무래도 진료비가 적은게 아니다보니 사전에 알려주시는거같았어요근데 뭐 이젠 돈이 문제가 아니라 제발 낫게만 해주세요 였어가지고 다 알았다고 하고 진료 받았어요간호사분이 먼저 누워서 아픈곳을 펜으로 골반부터 발목까지 체크해주시고 선생님이 그 선을 따라서 얇게 열몇번정도 주사를 콕콕 놓으셨어요깊이 찌르는데 아니고 근육에 놓는거라 거의 통증은 없더라구요제가 신경주사 맞으면서 너무 아파서 트라우마가 생길지경이였는데 안아픈게 너무 좋았어요여기라면 몇번도 더 오겠다고 생각했죠그리고 염증억제해주는 주사는 일반주사로 맞았는데간호사님이 진짜 베테랑이신지 아예 느낌도 안나게 놓아주시더라구요.그리고 집에 오는 차안에서 통증이 점점 줄어드는게 느껴졌고 일부러 진통제는 먹지않았어요집에와서 침상안정하다가 뭐 집안일좀 하다가 하는데진통제 안먹은거 치곤 꽤 참을만하기 통증이 완화되더라구요누워있을때도 아프고 일어나서 걸을때도 아악! 하면서 일어나곤했는데 그러지않았어요그리고 대망의 기상통..과연 안깨고 잘수있을까했는데 잘때 깨긴깨더라구요ㅠ제가 워낙 자다가 아파오는게 두려워서 애초에 잠도 잘 못드는 편이긴해서 2번정도 깼던거같아요그래도 예전엔 다시 막 자리잡아가며 자려고 노력할때진짜 어떻게해도 아파서 새벽에 거실걷고 진통제 먹고 잤었거든요 . 근데 이번엔 그정도는 아니였어요아쨌든 전체적으로 통증이 8정도에서 낮에는 2~3, 잘때는 4~5정도로 줄어든거같아서 진짜 마지막 병원이다 생각하고 계속 가보려고해요일주일에 2번오는게 좋다고해서 당분간은 그렇게 해보려고 합니다선생님이 놓은 주사는 제가 따로 물어보진 않았고 선생님도 안전한 주사라고만 하고 따로 말씀은 없으셨는데 다음번엔 어떤 원리로 좋아지는건지 물어보려구요!아 스테로이드 너무 맞았다고 조금 뭐라고하셨어요 ㅎ다음에 갔다와서 또 후기 남길게요.2023년에는 정말 안아프고싶어요..ㅜㅜ 다리만 안아파도 진짜 뭐든 할수있을것같네요ㅠ여러분들도 므통하시길 바라고, 새해 복 많이받으세요!"
764,민2맘,2022.12.31. 22:38,19년도2월에 허리끊어질듯이 아퍼서 디스크수술했는데..22년9월에 허리가심해서아프더니..결국 2차수술까지갔네요..ㅠㅠ보존하고싶었는데 아침에 방사통때문에 침대에서 못일어나고...5개월동안 진통제로살다가 너무힘들어수술했습니다..아프지 않아서 좋지만..그래도 무섭네요..디스크가 없어지고있어서 앞으로 걷기운동만 우선은 조금씩해야겠습니다..10월mri 찍고 스테로이드 주사5번12월29일 입원해서 수술했습니다..내년에는 안아프고 살고싶네요~~허리조심조심
765,카르페디엠o,2022.12.30. 19:26,"5년 전 교통사고로 우연히 MRI를 찍었다가 발견한몹쓸 척추 종양수외종양이고 요추 5번 신경초종 판정 받았어요그때 당시 33세의 젊은 나이라 너무 절망이었어요그리 나쁘게 살지 않은거 같은데ㅜ왜 나에게 이런 일이...ㅠㅠㅅㅇㄷ ㅈㅊㄱ 교수님, ㄱㄴㅅㅂㄹㅅ ㅈㅇㅇ 교수님ㅅㅅㅅㅇ ㅇㅅㅎ 교수님, ㅇㅅㅂㅇ ㅂㅈㅎ 교수님,총 4군데 신중하게 진료 다 받았어요4분 다 양성종양이라고 하셨고 가장 마음이 끌렸던ㅅㅇㄷ ㅈㅊㄱ 교수님께 매년 추적 관찰 중이예요발견 당시 첫 아이를 출산한지 1년 정도 되었을 때였는데아마 임신 전부터 있었을거라고 하시더라구요ㅈㅊㄱ 교수님께 전 아직 너무 젊고 둘째도 갖고싶다고글썽이며 말씀드리니둘째 가져~~누가 낳지 말래? 자연분만도 해도 돼~~하시더라구요양성종양이라 이 종양으로 인한 유전이나, 임신 중 이슈 등은없을거라고.그래서 바로 둘째 준비했고 이번에 자연분만 성공했어요^^무통주사가 척수로 들어가는거라 종양땜에 힘들수도 있다고하셨는데 분만 직전 마취선생님께 요추 5번 종양있다고미리 말씀드렸더니 자기가 잘 해보겠다고더 신경써서 마취 넣어주셨고 결과는 무통빨 잘 받고순산했어요이번에 출산 후 ㅈㅊㄱ 교수님 정기 검진갔더니자연분만 잘했냐고 물으셔서 그렇다고 하니장하다고 대단한 일 했다고 손내밀며 악수를 청하시더라구요뭉클 했습니다ㅜㅜ근데 안타깝게도 작년에 비해 종양은 점점 커지고있어서2센티가 넘어 곧 수술시기가 임박했다고 하셨어요ㅠㅠ일단 걱정말고 애기 잘 키우고 살다가 6개월 뒤 보자고 하셨습니다카페 글들 읽다보면 간혹 미혼이나 신혼이신 분들,이 척추종양으로 인해 난임이나, 유전, 자연분만 등에 대해걱정하고 계신 분들도 계신것같아 후기 남깁니다전~~혀 걱정안하셔도 되고 절대 유전안되고아기도 넘넘 건강하게 태어났고 임신 기간 어떠한 이벤트도 없었어요수술이 두렵고 무섭기는 하지만내 몸으로 사람도 둘이나 낳아 기르고 있는데세상에 못할 일이 뭐가 있을까 하며 멘탈 잡고있네요ㅎㅎ나중에 수술하게되면 수술성공담 또 올릴게요모두 건강하시고 새해 복 많이 받으세요♡"
766,니아옹 청주,2022.12.30. 14:41,사고로 엑스레이 찍었더니 요추1번 10프로 내외로 압박골절이 되었다고 한달간 누워서 생활하라고 했어요 일주일 후 다시 엑스레이 촬영해보자 하셨는데 큰통증없었지만 압박에의해 더 내려앉을수 있다고 해서입원안하고 집에서 밥도 누워서 먹고 화장실 갈때만 활동하고 23시간을 거의 침대서 누워잇엇어요사고후6일째 좀더 규모있는 병원 예약해서 9시 반에 진료를 시작했습니다 처음 간 병원에서 엑스레이 찍은 영상 가져갔고 의사쌤은ct와 골밀도 검사를 하자고 했지요결과를 보시더니 별얘기 없이 mri를 찍자고 하셔서굳이 mri를 찍을거면 왜ct를 찍었는지 의아했습니다 청주시 복대동에있는 ㅁㅇㅋㄹ 병원 과잉 진료가 아닌지요 ? 제가 잘 모르는 이유가 있는걸까요? 요추 골절환자인데 보호자와 동행하며 걸어서 이쪽가서 검사받고 다시 다른곳가서 또 검사 대기시간까지 오후 1시가 넘어서야 검사가 끝났네요 검사결과는 요추 1번 골절 10-15%압박율 입원할건지 물어봐서 안한다니 7일치 약처방에 계속 누워서 일주일 후 다시 엑스레이 검사하러 오라네요 . 다시 이 병원 올 생각에 2주치 약처방은 안될까요? 했더니 2 주치 약 처방 해주셨어요 그리고 허리 보조기도 맞춰야한대서 외부 업체 사장님 통해서 따로 연락하시더라구요 병원에서 계속 기다리기 힘들어 저희 집 주소로 올수있게 해주셔서 사장님이 직접 저희집에 오셔서 치수를 재고 가셨어요근데 병원에서 진료 마치고 주차비 정산하는데 주차비가 1만2천원이 넘게나왔는데 할인도 안해주고 다 받아가시더라구요 주차하시는 분께 항의했지만 4시간 이상 주차해서 그렇다며 달라지는건 없었구요 너무 화가나네요신랑도 나오면서 정말 짜증난다고 ㅠㅜ 이런 병원 어떻게생각하시나요
767,꼬델,2022.12.29. 18:25,대구 ㅊㅈㅇ병원 진료보고 mri 촬영 후 바로 예약이 되서대구 ㄱㅁㄷ ㄷㅅㅂㅇ에 젊은 ㄱㅇㅅ교수님 진료 받고 왔어요.자료 보시고 진료실 들어가자 말자mri 찍은데서 수술 하자고 하지 않던가요?라고 하셨어요.수술을 꼭 해야 할까요? 라고 했더니이건 수술 해야 하는 경우의 정석이라며..사실 골든타임도 지났다고..마비증상 있고 72시간 이내 하는게 제일 예후가 좋은데..라고 하시더라구요.2월까지 수술 다 잡혀 있는데 긴급으로 잡는다고...다른 곳 가볼 생각도 못했네요.머리가 하얗게 되서..미세침습으로 한다고 하던데 괜찮은 방법인가요?
768,달숙이,2022.12.29. 12:59,"- 본ㅂ인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.반말 및 음슴체 주의 / 쓸데없는 디테일함 주의일기에서 복붙이라, 양해부탁해요나이 만35세직업 나름사무직12월7일ㅍㅌ21ㅅㄱㅂㅇ에서 MRI 찍음큰병원가보라고 함12월8일 아침부터 병원에 전화해서 초진예약잡음ㅅㅇㄷㅂㅇ 예약1. 23년9월....당황잼2. 앱깔고 조회하다 12월14일 예약 성공ㅅㅇㅇㅅㅂㅇ예약12월22일 초진예약됨ㄱㄴㅅㅂㄹㅅ예약1. 23년1월27일 예약2. 중간에 진료더빨리볼수없냐전화했더니12월22일 예약됨평택거주중이라 전날 친정집에가서 잠잠자리가 불편하여 잔듯만듯혹시몰라 입원할 준비 바리바리해놈 (ESTJ)12월14일 11시ㅅㅇㄷㅂㅇ ㅇㅊㅎ 교수님 진료아침부터 부랴부랴 준비해서 도착함세상모든환자들은 여기있는것같은 느낌;;;;도착접수등록완료MRICD등록완료수납창구에서 진료의뢰서 등록(건강보험적용)진료는 1시간 지연되었고 드디어 만난 교수님마스크로 반을 가리셔서그런가 생각보다 더 젊어보이셨고 증상을 여쭤보시고는 mri사진을 진지하게 보시더니까치발들기 서있는상태에서 한다리씩 들어보기 시킴일단 증상은 미미하나 역시나 신경을 다 누르고있으니 마미증후군이 나타날수있다.지켜보는것도 방법이지만 대부분 젊은나이에는 대소변에 문제를 예민하게 인지못하는경우가있으니 애초부터 대소변장애가 생길수있는 원인제거 . 즉 많이탈출한 디스크를 제거하는게 좋을거같다. 장애가 온뒤 수술을 하면 다시 예전으로 100프로 회복되기 어려울 뿐더러, 시간도 오래걸린다.그러니 지금 멀쩡한 편일때 원인을 제거하는 걸 추천한다하지만 우리병원은 젊고 비교적통증이 미미한 증상의 환자의 수술을 우선할수없다위독하거나 합병증이고 심각한 환자들 수술이 줄서있다.만약 수술대기를 하더라도 오래걸리며, 그 사이 대소변장애가 생길수있으니 디스크제거수술은 비교적 간단한 수술이니, 2차병원을 소개시켜줄테니 그쪽에서 수술받는것이 좋겠다.네 감사합니다. 하고 나왔다.다행히 후기에서봤던것처럼 냉철하거나 성의없는 진료는 결코아니었다.ㅅㅇㄷㅂㅇ에서 수술받고싶었지만난 그럴만한 사이즈(?)가아닌가봄 ㅎㅎ워낙 종양쪽 수술을 많이하신다고는 들었다.어쨋든 진료협력센터에서  ㄱㄴㄴㄴㄹ ㄱㅎㅅ원장님.의뢰서를 받았다.이쯤되면 제 mri가 궁금하실것같아요양급여회송서 찍은걸로 보여드릴께여저는 CD를 읽을방법이없어요 ㅠㅠ화질안습 죄송합니다"
